committee,date,institute,publication_date,document_url,document_title,day_of_year,notes
National Institute on Aging Special Emphasis Panel; Health Equity and Cost AD/ADRD.,"March 5, 2024.",NIA,2024-01-04,https://www.federalregister.gov/documents/2024/01/04/2023-28956/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,4,
National Institute on Aging Special Emphasis Panel; Behavioral and Social Research Networks.,"February 29, 2024.",NIA,2024-01-04,https://www.federalregister.gov/documents/2024/01/04/2023-28957/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,4,
National Institute on Aging Special Emphasis Panel; Social and Behavioral Determinants of Health in AD/ADRD and Disparities.,"February 27, 2024.",NIA,2024-01-04,https://www.federalregister.gov/documents/2024/01/04/2023-28958/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,4,
National Institute on Aging Special Emphasis Panel; K76 Beeson Review.,"March 7, 2024.",NIA,2024-01-04,https://www.federalregister.gov/documents/2024/01/04/2023-28959/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,4,
National Institute on Aging Special Emphasis Panel; REDI R25 Review Panel.,"March 8, 2024.",NIA,2024-01-04,https://www.federalregister.gov/documents/2024/01/04/2023-28960/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,4,
National Institute on Aging Special Emphasis Panel; Alzheimer's Disease Sequencing Project.,"February 22, 2024.",NIA,2024-01-08,https://www.federalregister.gov/documents/2024/01/08/2024-00075/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,8,
Eunice Kennedy Shriver National Institute of Child Health and Human Development Special Emphasis Panel; Multicenter Clinical Trials; Leveraging Network (U01 Clinical Trial Optional).,"February 8, 2024.",NIH,2024-01-08,https://www.federalregister.gov/documents/2024/01/08/2024-00110/eunice-kennedy-shriver-national-institute-of-child-health-and-human-development-notice-of-closed,Eunice Kennedy Shriver National Institute of Child Health and Human Development; Notice of Closed Meetings,8,
Eunice Kennedy Shriver National Institute of Child Health and Human Development Special Emphasis Panel; Member Conflict: Developmental Biology Study Section.,"February 29, 2024.",NIH,2024-01-08,https://www.federalregister.gov/documents/2024/01/08/2024-00110/eunice-kennedy-shriver-national-institute-of-child-health-and-human-development-notice-of-closed,Eunice Kennedy Shriver National Institute of Child Health and Human Development; Notice of Closed Meetings,8,
"Eunice Kennedy Shriver National Institute of Child Health and Human Development Initial Review Group; Reproduction, Andrology, and Gynecology Study Section.","February 15, 2024.",NIH,2024-01-08,https://www.federalregister.gov/documents/2024/01/08/2024-00112/eunice-kennedy-shriver-national-institute-of-child-health-and-human-development-notice-of-closed,Eunice Kennedy Shriver National Institute of Child Health and Human Development; Notice of Closed Meetings,8,
"Eunice Kennedy Shriver National Institute of Child Health and Human Development, Initial Review Group; Developmental Biology Study Section.","February 23, 2024.",NIH,2024-01-08,https://www.federalregister.gov/documents/2024/01/08/2024-00112/eunice-kennedy-shriver-national-institute-of-child-health-and-human-development-notice-of-closed,Eunice Kennedy Shriver National Institute of Child Health and Human Development; Notice of Closed Meetings,8,
Biobehavioral and Behavioral Sciences Study Section.,"March 19, 2024.",NIH,2024-01-08,https://www.federalregister.gov/documents/2024/01/08/2024-00113/eunice-kennedy-shriver-national-institute-of-child-health-and-human-development-notice-of-closed,Eunice Kennedy Shriver National Institute of Child Health and Human Development; Notice of Closed Meetings,8,
Eunice Kennedy Shriver National Institute of Child Health and Human Development Initial Review Group; Obstetrics and Maternal-Fetal Biology Study Section.,"March 22, 2024.",NIH,2024-01-08,https://www.federalregister.gov/documents/2024/01/08/2024-00114/eunice-kennedy-shriver-national-institute-of-child-health-and-human-development-notice-of-closed,Eunice Kennedy Shriver National Institute of Child Health and Human Development; Notice of Closed Meetings,8,
"Eunice Kennedy Shriver National Institute of Child Health and Human Development Initial Review Group; Function, Integration, and Rehabilitation Sciences Study Section.","April 8-9, 2024.",NIH,2024-01-08,https://www.federalregister.gov/documents/2024/01/08/2024-00114/eunice-kennedy-shriver-national-institute-of-child-health-and-human-development-notice-of-closed,Eunice Kennedy Shriver National Institute of Child Health and Human Development; Notice of Closed Meetings,8,
"Eunice Kennedy Shriver National Institute of Child Health and Human Development Initial Review Group; Health, Behavior, and Context Study Section.","February 26, 2024.",NIH,2024-01-08,https://www.federalregister.gov/documents/2024/01/08/2024-00115/eunice-kennedy-shriver-national-institute-of-child-health-and-human-development-notice-of-closed,Eunice Kennedy Shriver National Institute of Child Health and Human Development; Notice of Closed Meetings,8,
Eunice Kennedy Shriver National Institute of Child Health and Human Development Initial Review Group; Pediatrics Study Section.,"March 7, 2024.",NIH,2024-01-08,https://www.federalregister.gov/documents/2024/01/08/2024-00115/eunice-kennedy-shriver-national-institute-of-child-health-and-human-development-notice-of-closed,Eunice Kennedy Shriver National Institute of Child Health and Human Development; Notice of Closed Meetings,8,
Eunice Kennedy Shriver National Institute of Child Health and Human Development Special Emphasis Panel; Senator Paul D. Wellstone Muscular Dystrophy Specialized Research Centers (MDSRC).,"February 29-March 1, 2024.",NIH,2024-01-08,https://www.federalregister.gov/documents/2024/01/08/2024-00118/eunice-kennedy-shriver-national-institute-of-child-health-and-human-development-notice-of-closed,Eunice Kennedy Shriver National Institute of Child Health and Human Development; Notice of Closed Meetings,8,
"Eunice Kennedy Shriver National Institute of Child Health and Human Development, Special Emphasis Panel; Member Conflict: Pediatrics and Obstetrics and Maternal-Fetal Biology Study Sections.","March 20, 2024.",NIH,2024-01-08,https://www.federalregister.gov/documents/2024/01/08/2024-00118/eunice-kennedy-shriver-national-institute-of-child-health-and-human-development-notice-of-closed,Eunice Kennedy Shriver National Institute of Child Health and Human Development; Notice of Closed Meetings,8,
National Institute of Allergy and Infectious Diseases Special Emphasis Panel; HHS-NIH-CDC-SBIR PHS 2024-1 Phase I: Development of a Serological Test for Herpes Simplex Types 1 and 2 Infections (Topic 133).,"February 6, 2024.",NIAID,2024-01-09,https://www.federalregister.gov/documents/2024/01/09/2024-00200/national-institute-of-allergy-and-infectious-diseases-notice-of-closed-meeting,National Institute of Allergy and Infectious Diseases; Notice of Closed Meeting,9,
National Institute of Allergy and Infectious Diseases Special Emphasis Panel; NIAID SPF Macaque Breeding Colonies.,"February 7, 2024.",NIAID,2024-01-09,https://www.federalregister.gov/documents/2024/01/09/2024-00201/national-institute-of-allergy-and-infectious-diseases-notice-of-closed-meeting,National Institute of Allergy and Infectious Diseases; Notice of Closed Meeting,9,
National Institute of Biomedical Imaging and Bioengineering Special Emphasis Panel; Career Development (Ks) and Conference support (R13) Review.,"February 22, 2024.",NIBIB,2024-01-09,https://www.federalregister.gov/documents/2024/01/09/2024-00208/national-institute-of-biomedical-imaging-and-bioengineering-notice-of-closed-meeting,National Institute of Biomedical Imaging and Bioengineering; Notice of Closed Meeting,9,
National Institute of Biomedical Imaging and Bioengineering Special Emphasis Panel; P41 NCBIB Review D-SEP.,"March 20-22, 2024.",NIBIB,2024-01-09,https://www.federalregister.gov/documents/2024/01/09/2024-00208/national-institute-of-biomedical-imaging-and-bioengineering-notice-of-closed-meeting,National Institute of Biomedical Imaging and Bioengineering; Notice of Closed Meeting,9,
National Institute on Minority Health and Health Disparities Special Emphasis Panel; NIMHD Support for Conferences and Scientific Meetings (R13).,"February 13, 2024.",NIMHHD,2024-01-09,https://www.federalregister.gov/documents/2024/01/09/2024-00211/national-institute-on-minority-health-and-health-disparities-notice-of-closed-meeting,National Institute on Minority Health and Health Disparities; Notice of Closed Meeting,9,
National Eye Institute Special Emphasis Panel; Center Core Grant for Vision Research (P30).,"February 20, 2024.",NIH,2024-01-09,https://www.federalregister.gov/documents/2024/01/09/2024-00212/national-eye-institute-notice-of-closed-meetings,National Eye Institute; Notice of Closed Meetings,9,
National Eye Institute Special Emphasis Panel; Clinical Applications.,"February 27, 2024.",NIH,2024-01-09,https://www.federalregister.gov/documents/2024/01/09/2024-00212/national-eye-institute-notice-of-closed-meetings,National Eye Institute; Notice of Closed Meetings,9,
National Institute of Mental Health Special Emphasis Panel; Measures to Advance Quality in Mental Health Services.,"February 6, 2024.",NIMH,2024-01-09,https://www.federalregister.gov/documents/2024/01/09/2024-00248/national-institute-of-mental-health-notice-of-closed-meetings,National Institute of Mental Health; Notice of Closed Meetings,9,
National Institute of Mental Health Special Emphasis Panel; Non-Pharmacological Clinical Trials.,"February 8, 2024.",NIMH,2024-01-09,https://www.federalregister.gov/documents/2024/01/09/2024-00248/national-institute-of-mental-health-notice-of-closed-meetings,National Institute of Mental Health; Notice of Closed Meetings,9,
National Institute of Mental Health Special Emphasis Panel; BRAIN Initiative: Research on the Ethical Implications of Advancements in Neurotechnology and Brain Science (R01).,"February 9, 2024.",NIMH,2024-01-09,https://www.federalregister.gov/documents/2024/01/09/2024-00248/national-institute-of-mental-health-notice-of-closed-meetings,National Institute of Mental Health; Notice of Closed Meetings,9,
National Institute of Mental Health Special Emphasis Panel; Early Phase Clinical Trials: Pharma/Device and K Awards.,"February 22, 2024.",NIMH,2024-01-09,https://www.federalregister.gov/documents/2024/01/09/2024-00248/national-institute-of-mental-health-notice-of-closed-meetings,National Institute of Mental Health; Notice of Closed Meetings,9,
National Institute of Mental Health Special Emphasis Panel; BRAIN R01.,"February 28, 2024.",NIMH,2024-01-09,https://www.federalregister.gov/documents/2024/01/09/2024-00248/national-institute-of-mental-health-notice-of-closed-meetings,National Institute of Mental Health; Notice of Closed Meetings,9,
National Institute of Dental and Craniofacial Research; Special Grants Review Committee.,"February 22-23, 2024.",NIDCR,2024-01-09,https://www.federalregister.gov/documents/2024/01/09/2024-00249/national-institute-of-dental-and-craniofacial-research-notice-of-closed-meeting,National Institute of Dental & Craniofacial Research; Notice of Closed Meeting,9,
National Institute on Aging Special Emphasis Panel; Alpha Herpes Viruses and Alzheimer's Disease Progression.,"January 26, 2024.",NIA,2024-01-10,https://www.federalregister.gov/documents/2024/01/10/2024-00283/national-institute-on-aging-notice-of-closed-meeting,National Institute on Aging; Notice of Closed Meeting,10,
"National Institute on Alcohol Abuse and Alcoholism Initial Review Group; Clinical, Treatment and Health Services Research Study Section.","February 6, 2024.",NIAAA,2024-01-10,https://www.federalregister.gov/documents/2024/01/10/2024-00287/national-institute-on-alcohol-abuse-and-alcoholism-notice-of-closed-meetings,National Institute on Alcohol Abuse and Alcoholism; Notice of Closed Meetings,10,
National Institute on Alcohol Abuse and Alcoholism Special Emphasis Panel; NIAAA Fellowship Review Panel.,"March 8, 2024.",NIAAA,2024-01-10,https://www.federalregister.gov/documents/2024/01/10/2024-00287/national-institute-on-alcohol-abuse-and-alcoholism-notice-of-closed-meetings,National Institute on Alcohol Abuse and Alcoholism; Notice of Closed Meetings,10,
National Institute of Diabetes and Digestive and Kidney Diseases Special Emphasis Panel; NIDDK RC2 Review.,"March 28, 2024.",NIDDKD,2024-01-10,https://www.federalregister.gov/documents/2024/01/10/2024-00289/national-institute-of-diabetes-and-digestive-and-kidney-diseases-notice-of-closed-meeting,National Institute of Diabetes and Digestive and Kidney Diseases; Notice of Closed Meeting,10,
